"","date","City","ntrips","per_subscriber","per_male","median_age","weekends","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"497",2017-06-16,"NY",56403,0.914756307288619,0.691310745882311,36,0,5.14,0,0,0,NA,68,63
"498",2017-06-17,"Boston",4483,0.660941333928173,0.472897613205443,29,1,4.92,0.02,0,NA,61,69,58
"499",2017-06-17,"Chicago",14816,0.564187365010799,0.381074514038877,30,1,8.5,0.42,0,0,78,87,69
"500",2017-06-17,"NY",34900,0.813409742120344,0.592464183381089,34,1,2.24,1.39,0,0,NA,74,66
"501",2017-06-18,"Boston",4787,0.624399415082515,0.446626279506998,29,1,13.2,0,0,NA,72,84,68
"502",2017-06-18,"Chicago",16586,0.5420233932232,0.363017002291089,30,1,13.65,0,0,0,74,79,69
"503",2017-06-18,"NY",49472,0.77221458602846,0.553727360931436,34,1,3.58,0,0,0,NA,85,70
"504",2017-06-19,"Boston",5890,0.870288624787776,0.65874363327674,31.5,0,15.88,0.03,0,NA,75,85,70
"505",2017-06-19,"Chicago",15802,0.825781546639666,0.618086318187571,32,0,10.07,0.03,0,0,70,80,62
"506",2017-06-19,"NY",38310,0.912059514487079,0.694831636648395,37,0,3.8,1.35,0,0,NA,88,70
"507",2017-06-20,"Boston",6038,0.865849619079165,0.650546538588937,31,0,13.87,0.13,0,NA,76,86,68
"508",2017-06-20,"Chicago",17183,0.847232730023861,0.62608392015364,32,0,9.62,0,0,0,67,80,58
"509",2017-06-20,"NY",64673,0.918915157793824,0.685788505249486,36,0,5.14,0.03,0,0,NA,83,71
"510",2017-06-21,"Boston",6714,0.841823056300268,0.638814417634793,32,0,12.75,0,0,NA,76,84,67
"511",2017-06-21,"Chicago",18728,0.82123024348569,0.601879538658693,32,0,7.16,0,0,0,68,80,55
"512",2017-06-21,"NY",67218,0.919723883483591,0.687122496950222,36,0,4.7,0,0,0,NA,83,71
"513",2017-06-22,"Boston",6727,0.856696893117289,0.65497249888509,32,0,8.28,0,0,NA,74,84,65
"514",2017-06-22,"Chicago",17223,0.818092086163851,0.610695000870928,32,0,14.54,0,0,0,78,88,68
"515",2017-06-22,"NY",66308,0.90906074681788,0.679420281112385,36,0,2.24,0,0,0,NA,83,68
"516",2017-06-23,"Boston",6393,0.802440168934772,0.61457844517441,31,0,12.08,0,0,NA,76,90,65
"517",2017-06-23,"Chicago",16827,0.738218339573305,0.541570095679563,32,0,12.3,0.71,0,0,77,83,66
"518",2017-06-23,"NY",55323,0.900439238653001,0.683260126891166,36,0,4.92,0.04,0,0,NA,83,76
"519",2017-06-24,"Boston",4711,0.603693483336871,0.437274464020378,29,1,12.97,0.08,0,NA,76,88,71
"520",2017-06-24,"Chicago",20001,0.529323533823309,0.351432428378581,30,1,12.3,0.02,0,0,70,75,59
"521",2017-06-24,"NY",52153,0.757866278066458,0.551646118152359,34,1,5.37,1.29,0,0,NA,84,71
"522",2017-06-25,"Boston",5069,0.600118366541724,0.432432432432432,29,1,10.51,0,0,NA,77,85,65
"523",2017-06-25,"Chicago",16818,0.552205969794268,0.36948507551433,30,1,12.75,0,0,0,64,72,54
"524",2017-06-25,"NY",54655,0.745091940353124,0.544597932485591,33,1,2.46,0,0,0,NA,83,68
"525",2017-06-26,"Boston",6434,0.850948088281007,0.636151694124961,31,0,11.41,0,0,NA,71,80,62
"526",2017-06-26,"Chicago",17346,0.797301971636112,0.587743572005073,32,0,12.3,0,0,0,64,75,54
"527",2017-06-26,"NY",62669,0.886323381576218,0.667283664969921,35,0,3.13,0,0,0,NA,79,64
"528",2017-06-27,"Boston",5620,0.905871886120996,0.683985765124555,31,0,9.62,0.08,0,NA,68,77,58
"529",2017-06-27,"Chicago",18691,0.824942485688299,0.60745813493125,32,0,6.71,0,0,0,65,78,50
"530",2017-06-27,"NY",64767,0.910463662050118,0.67807679836954,36,0,3.58,0.18,0,0,NA,77,60
"531",2017-06-28,"Boston",6957,0.864884289205117,0.648555411815438,31,0,10.96,0,0,NA,67,79,58
"532",2017-06-28,"Chicago",13668,0.904741000877963,0.676836406204273,32,0,15.21,1.3,0,0,68,80,58
"533",2017-06-28,"NY",67752,0.909995276892195,0.685322942496162,35,0,4.92,0,0,0,NA,78,61
"534",2017-06-29,"Boston",6619,0.863423477866747,0.647227677896963,31,0,12.53,0,0,NA,71,79,63
"535",2017-06-29,"Chicago",14637,0.873334699733552,0.651841224294596,33,0,11.41,0.02,0,0,74,81,66
"536",2017-06-29,"NY",64272,0.914877396066716,0.688340179238238,35,0,5.37,0,0,0,NA,82,68
"537",2017-06-30,"Boston",5612,0.866179615110478,0.663221667854597,31,0,13.42,0.07,0,NA,74,84,68
"538",2017-06-30,"Chicago",16853,0.787634249095117,0.585059039933543,32,0,6.49,0,0,0,73,84,64
"539",2017-06-30,"NY",58662,0.893644949030036,0.671320445944564,35,0,5.82,0,0,0,NA,88,73
"540",2017-07-01,"Boston",4550,0.576703296703297,0.425054945054945,29,1,13.87,0.11,0,NA,76,88,69
"541",2017-07-01,"Chicago",20080,0.474302788844622,0.317778884462151,30,1,10.51,0,0,0,75,82,66
"542",2017-07-01,"NY",36737,0.745651522987724,0.540408852110951,35,1,4.03,0.23,0,0,NA,85,71
"543",2017-07-02,"Boston",4690,0.498933901918977,0.360554371002132,29,1,11.41,0,0,NA,79,90,71
"544",2017-07-02,"Chicago",19489,0.422597362614808,0.285083893478372,31,1,9.62,0,0,0,74,89,62
"545",2017-07-02,"NY",43036,0.656427177246956,0.484361929547356,34,1,4.92,0,0,0,NA,87,72
"546",2017-07-03,"Boston",5483,0.643625752325369,0.481853000182382,29,0,12.97,0,0,NA,80,87,71
"547",2017-07-03,"Chicago",20276,0.51415466561452,0.365604655750641,31,0,8.72,0.04,0,0,73,80,66
"548",2017-07-03,"NY",48193,0.76031788849003,0.576992509285581,35,0,1.79,0.45,0,0,NA,88,71
"549",2017-07-04,"Boston",5784,0.531639004149378,0.384854771784232,29,0,6.26,0,0,NA,76,82,67
"550",2017-07-04,"Chicago",20535,0.452398344290236,0.304942780618456,30,0,7.38,0,0,0,72,83,64
"551",2017-07-04,"NY",49924,0.679773255348129,0.499359025719093,33,0,2.68,0,0,0,NA,85,70
"552",2017-07-05,"Boston",6483,0.833873206848681,0.627178775258368,31,0,8.5,0,0,NA,71,79,62
"553",2017-07-05,"Chicago",18199,0.783559536238255,0.580141766031101,32,0,5.82,0,0,0,76,89,65
"554",2017-07-05,"NY",60321,0.883058967855307,0.666202483380581,35,0,4.92,0,0,0,NA,85,70
"555",2017-07-06,"Boston",6865,0.832774945375091,0.626656955571741,30,0,9.62,0,0,NA,71,83,61
"556",2017-07-06,"Chicago",18591,0.805335915227798,0.588295411758378,32,0,7.16,0,0,0,81,93,69
"557",2017-07-06,"NY",62147,0.901555988221475,0.679099554282588,35,0,3.58,0,0,0,NA,77,71
"558",2017-07-07,"Boston",4026,0.900397416790859,0.68976651763537,30,0,8.28,0.3,0,NA,67,70,62
"559",2017-07-07,"Chicago",17583,0.760905420007962,0.565887504976398,32,0,8.5,0,0,0,81,89,63
"560",2017-07-07,"NY",44068,0.909616955614051,0.692452573295816,35,0,5.37,1.78,0,0,NA,80,68
"561",2017-07-08,"Boston",4269,0.639494026704146,0.475052705551651,28,1,9.17,0.4,0,NA,71,87,63
"562",2017-07-08,"Chicago",22106,0.535058355197684,0.362752193974487,30,1,6.71,0,0,0,71,80,62
"563",2017-07-08,"NY",55015,0.760883395437608,0.551140598018722,33,1,3.36,0,0,0,NA,84,69
"564",2017-07-09,"Boston",5426,0.600810910431257,0.432915591596019,28,1,11.86,0,0,NA,74,83,66
"565",2017-07-09,"Chicago",18678,0.559428204304529,0.374237070350145,30,1,8.28,0,0,0,73,86,63
"566",2017-07-09,"NY",57118,0.750586505129731,0.547515669316152,33,1,3.58,0,0,0,NA,81,67
"567",2017-07-10,"Boston",6496,0.869150246305419,0.64378078817734,30,0,12.53,0,0,NA,77,87,65
"568",2017-07-10,"Chicago",12784,0.814142678347935,0.609355444305382,31,0,6.71,0.73,0,0,77,84,67
"569",2017-07-10,"NY",60907,0.908253566913491,0.6764575500353,35,0,3.36,0,0,0,NA,84,68
"570",2017-07-11,"Boston",5309,0.866453192691656,0.652100207195329,30,0,8.05,0.17,0,NA,73,83,67
"571",2017-07-11,"Chicago",17276,0.842671914795091,0.621961102106969,32,0,5.59,0.56,0,0,76,85,70
"572",2017-07-11,"NY",61671,0.92453503267338,0.691021711987806,35,0,3.13,0,0,0,NA,85,75
"573",2017-07-12,"Boston",5472,0.892178362573099,0.671600877192982,31,0,7.61,1.33,0,NA,76,82,69
"574",2017-07-12,"Chicago",12539,0.921684344844086,0.692798468777414,32,0,10.51,1.77,0,0,75,81,68
"575",2017-07-12,"NY",61786,0.927669698637232,0.695044184766776,35,0,5.14,0,0,0,NA,88,77
"576",2017-07-13,"Boston",5037,0.916418503077228,0.694858050426841,30,0,10.51,0.14,0,NA,66,70,58
"577",2017-07-13,"Chicago",17659,0.834588595050682,0.617079109802367,32,0,10.51,0,0,0,78,83,72
"578",2017-07-13,"NY",56475,0.921062416998672,0.694873837981408,35,0,4.92,0,0,0,NA,90,73
"579",2017-07-14,"Boston",6164,0.853504218040234,0.634328358208955,30,0,7.38,0,0,NA,62,67,60
"580",2017-07-14,"Chicago",18721,0.764061748838203,0.564179263928209,32,0,8.72,0,0,0,71,73,63
"581",2017-07-14,"NY",31851,0.937082038240558,0.730809079777715,34,0,4.7,0.35,0,0,NA,73,65
"582",2017-07-15,"Boston",5586,0.59094163981382,0.427676333691371,28,1,6.71,0,0,NA,66,73,62
"583",2017-07-15,"Chicago",21945,0.503167008430166,0.33570289359763,30,1,5.82,0,0,0,70,81,60
"584",2017-07-15,"NY",56499,0.752066408255013,0.546487548452185,33,1,3.36,0,0,0,NA,84,68
"585",2017-07-16,"Boston",5245,0.591229742612011,0.440800762631077,28,1,9.62,0,0,NA,74,81,69
"586",2017-07-16,"Chicago",16984,0.552578897786152,0.377355157795572,30,1,11.63,0,0,0,72,78,60
"587",2017-07-16,"NY",56833,0.745306424084599,0.54399732549751,33,1,2.68,0,0,0,NA,87,68
"588",2017-07-17,"Boston",6527,0.828098667075226,0.610387620652673,31,0,8.5,0,0,NA,76,83,68
"589",2017-07-17,"Chicago",19553,0.764077123715031,0.5567943538076,32,0,6.26,0,0,0,67,79,56
"590",2017-07-17,"NY",62555,0.904963632003837,0.675341699304612,35,0,2.68,0,0,0,NA,85,73
"591",2017-07-18,"Boston",6237,0.878948212281546,0.654801988135321,31,0,7.83,0.12,0,NA,74,82,68
"592",2017-07-18,"Chicago",19888,0.796761866452132,0.586936846339501,32,0,4.03,0,0,0,74,89,60
"593",2017-07-18,"NY",66234,0.912039133979527,0.680043482199475,35,0,2.91,0,0,0,NA,88,73
"594",2017-07-19,"Boston",6495,0.870977675134719,0.654041570438799,31,0,8.95,0,0,NA,79,93,72
"595",2017-07-19,"Chicago",18522,0.804772702731886,0.586167800453515,32,0,7.61,0.48,0,0,80,88,70
"596",2017-07-19,"NY",63915,0.912102010482672,0.68259407024955,35,0,3.13,0,0,0,NA,92,77
"597",2017-07-20,"Boston",6481,0.893534948310446,0.673198580465977,30,0,7.61,0,0,NA,84,92,71
"598",2017-07-20,"Chicago",12657,0.819862526665087,0.612546417002449,31,0,7.83,1.77,0,0,77,88,69
"599",2017-07-20,"NY",59663,0.914469604277358,0.692523004206962,35,0,2.91,0.01,0,0,NA,94,77
"600",2017-07-21,"Boston",6637,0.836974536688263,0.623926472803978,30,0,10.29,0,0,NA,81,91,73
"601",2017-07-21,"Chicago",14520,0.784917355371901,0.585261707988981,32,0,6.93,1.43,0,0,80,89,72
"602",2017-07-21,"NY",60072,0.893294713011053,0.675189772273272,35,0,3.8,0,0,0,NA,92,76
"603",2017-07-22,"Boston",5406,0.60062893081761,0.441916389197188,28,1,7.61,0,0,NA,78,83,73
"604",2017-07-22,"Chicago",17498,0.544405074865699,0.372442564864556,30,1,8.5,0.66,0,0,77,88,72
"605",2017-07-22,"NY",48011,0.760159130199329,0.555851783966174,33,1,2.46,0.57,0,0,NA,92,71
"606",2017-07-23,"Boston",5489,0.602659865184915,0.443614501730734,28,1,11.63,0,0,NA,71,77,64
"607",2017-07-23,"Chicago",16684,0.565092304003836,0.385578997842244,30,1,5.82,0.21,0,0,79,90,70
"608",2017-07-23,"NY",46942,0.769651910868732,0.556197009075029,33,1,2.68,0.06,0,0,NA,79,71
"609",2017-07-24,"Boston",1859,0.946207638515331,0.722969338353954,29,0,13.65,1.41,0,NA,62,65,57
"610",2017-07-24,"Chicago",18370,0.797931409907458,0.587751769188895,32,0,10.96,0,0,0,71,74,66
"611",2017-07-24,"NY",43792,0.928343076360979,0.702639751552795,35,0,6.71,0.74,0,0,NA,73,63
"612",2017-07-25,"Boston",5870,0.917887563884157,0.694207836456559,30,0,8.28,0.01,0,NA,60,65,56
"613",2017-07-25,"Chicago",19343,0.820813731065502,0.60042392596805,32,0,8.05,0,0,0,71,82,61
"614",2017-07-25,"NY",65336,0.918697196032815,0.688701481572181,35,0,5.14,0,0,0,NA,71,62
"615",2017-07-26,"Boston",7409,0.857875556755298,0.630854366311243,31,0,8.28,0,0,NA,67,77,59
"616",2017-07-26,"Chicago",18530,0.818348623853211,0.602266594711279,32,0,7.16,0.03,0,0,75,85,65
"617",2017-07-26,"NY",70323,0.904384056425352,0.679350994695903,35,0,3.8,0,0,0,NA,77,65
"618",2017-07-27,"Boston",5310,0.908286252354049,0.688700564971751,30,0,12.3,0.04,0,NA,67,75,63
"619",2017-07-27,"Chicago",18246,0.825386386057218,0.614052395045489,32,0,11.18,0,0,0,78,82,70
"620",2017-07-27,"NY",65769,0.914017242165762,0.689367331113443,35,0,2.46,0,0,0,NA,78,65
"621",2017-07-28,"Boston",7097,0.833732563054812,0.620966605608003,31,0,7.83,0,0,NA,72,82,66
"622",2017-07-28,"Chicago",19401,0.754136384722437,0.550538632029277,32,0,13.87,0,0,0,74,79,67
"623",2017-07-28,"NY",63899,0.887463027590416,0.664251396735473,35,0,2.91,0,0,0,NA,85,71
"624",2017-07-29,"Boston",5485,0.642479489516864,0.465086599817685,29,1,13.87,0,0,NA,68,71,60
"625",2017-07-29,"Chicago",20798,0.514424463890759,0.347004519665352,30,1,9.84,0,0,0,72,79,64
"626",2017-07-29,"NY",52947,0.761365138723629,0.558652992615257,33,1,9.4,0,0,0,NA,77,67
"627",2017-07-30,"Boston",5707,0.642193797091291,0.462414578587699,29,1,10.07,0,0,NA,66,73,60
"628",2017-07-30,"Chicago",18281,0.544827963459329,0.362179311853837,30,1,5.14,0,0,0,73,84,62
"629",2017-07-30,"NY",59342,0.715446058440902,0.524165009605339,33,1,4.25,0,0,0,NA,82,64
"630",2017-07-31,"Boston",6939,0.853581207666811,0.639717538550223,31,0,8.5,0,0,NA,70,80,61
"631",2017-07-31,"Chicago",19406,0.769813459754715,0.564670720395754,32,0,2.91,0,0,0,76,86,65
"632",2017-07-31,"NY",64218,0.890046404434894,0.666121648136037,35,0,2.01,0,0,0,NA,88,66
"633",2017-08-01,"Boston",7398,0.870640713706407,0.645174371451744,31,0,7.61,0,0,NA,74,80,67
"634",2017-08-01,"Chicago",18649,0.815432462866642,0.605930612901496,32,0,5.37,0.92,0,0,76,86,67
"635",2017-08-01,"NY",66677,0.911243757217631,0.678434842599397,35,0,2.68,0,0,0,NA,92,71
"636",2017-08-02,"Boston",5010,0.86686626746507,0.650099800399202,31,0,8.5,0.96,0,NA,74,81,68
"637",2017-08-02,"Chicago",20120,0.763568588469185,0.564761431411531,32,0,6.93,0,0,0,77,87,66
"638",2017-08-02,"NY",56184,0.884682471878115,0.704720205040581,34,0,1.57,0.09,0,0,NA,86,69
"639",2017-08-03,"Boston",7139,0.88065555399916,0.658355511976467,31,0,10.07,0,0,NA,74,84,66
"640",2017-08-03,"Chicago",16813,0.820615000297389,0.611847974781419,32,0,9.17,0.88,0,0,75,84,61
"641",2017-08-03,"NY",66149,0.906105912409863,0.68738756443786,35,0,1.79,0,0,0,NA,87,68
"642",2017-08-04,"Boston",6803,0.856827870057328,0.644421578715273,30,0,10.07,0,0,NA,75,85,68
"643",2017-08-04,"Chicago",15520,0.810373711340206,0.611018041237113,32,0,13.87,0,0,0,63,68,56
"644",2017-08-04,"NY",56394,0.880075894598716,0.668032060148243,35,0,4.25,0.15,0,0,NA,84,69
"645",2017-08-05,"Boston",4087,0.679471494984096,0.502079765108882,29,1,9.84,0.16,0,NA,72,77,67
"646",2017-08-05,"Chicago",20250,0.513333333333333,0.348839506172839,30,1,7.38,0,0,0,68,80,60
"647",2017-08-05,"NY",58971,0.721981991148192,0.527276118770243,33,1,4.47,0.3,0,0,NA,78,69
"648",2017-08-06,"Boston",5668,0.60409315455187,0.43454481298518,28,1,14.09,0,0,NA,71,79,63
"649",2017-08-06,"Chicago",15189,0.577786556060307,0.390545789716242,30,1,4.03,0,0,0,71,77,63
"650",2017-08-06,"NY",56476,0.716800056661237,0.530030455414689,33,1,3.8,0,0,0,NA,76,64
"651",2017-08-07,"Boston",6304,0.853585025380711,0.642925126903553,31,0,9.62,0,0,NA,71,78,64
"652",2017-08-07,"Chicago",19062,0.759049417689644,0.554978491239114,32,0,7.83,0,0,0,69,76,61
"653",2017-08-07,"NY",23395,0.957555033126737,0.746398803163069,34,0,2.46,0.76,0,0,NA,71,64
"654",2017-08-08,"Boston",6719,0.880041672867986,0.650394403929156,31,0,8.28,0,0,NA,67,75,62
"655",2017-08-08,"Chicago",20252,0.782885640924353,0.573276713411021,32,0,5.59,0,0,0,70,84,58
"656",2017-08-08,"NY",65233,0.911041957291555,0.682829242867874,35,0,2.91,0,0,0,NA,78,65
"657",2017-08-09,"Boston",7157,0.861394439010759,0.643565739835126,31,0,8.5,0,0,NA,73,85,65
"658",2017-08-09,"Chicago",19515,0.805073020753267,0.58888034844991,32,0,5.14,0,0,0,73,83,61
"659",2017-08-09,"NY",67884,0.902952094749867,0.674076365564787,35,0,1.34,0,0,0,NA,85,64
"660",2017-08-10,"Boston",7094,0.857485198759515,0.637158161826896,31,0,8.5,0,0,NA,74,82,66
"661",2017-08-10,"Chicago",17931,0.803636160838771,0.597624226200435,32,0,8.28,0.03,0,0,74,84,62
"662",2017-08-10,"NY",66249,0.901643798396957,0.673746018807831,35,0,2.24,0,0,0,NA,83,68
"663",2017-08-11,"Boston",6920,0.829913294797688,0.61849710982659,31,0,9.62,0,0,NA,71,77,63
"664",2017-08-11,"Chicago",18842,0.755705339135973,0.558964016558752,31,0,9.4,0,0,0,71,78,65
"665",2017-08-11,"NY",63140,0.869575546404815,0.653151726322458,35,0,2.68,0,0,0,NA,82,69
"666",2017-08-12,"Boston",4966,0.656866693515908,0.467378171566653,29,1,8.95,0.1,0,NA,68,76,63
"667",2017-08-12,"Chicago",20198,0.518368155262897,0.347757203683533,30,1,7.38,0,0,0,68,77,60
"668",2017-08-12,"NY",60540,0.697720515361744,0.503666997026759,33,1,3.36,0.11,0,0,NA,77,64
"669",2017-08-13,"Boston",5530,0.647920433996383,0.446835443037975,29,1,10.07,0,0,NA,76,86,70
"670",2017-08-13,"Chicago",17898,0.536931500726338,0.357302491898536,30,1,4.03,0,0,0,69,80,57
"671",2017-08-13,"NY",57518,0.717462359609166,0.521680169686011,33,1,3.8,0,0,0,NA,83,71
"672",2017-08-14,"Boston",6744,0.846678529062871,0.626927639383155,31,0,5.82,0,0,NA,72,78,63
"673",2017-08-14,"Chicago",19029,0.775973514110043,0.57795995585685,32,0,4.25,0,0,0,72,83,62
"674",2017-08-14,"NY",61482,0.883510620994763,0.663690185745421,35,0,2.24,0,0,0,NA,80,70
"675",2017-08-15,"Boston",6998,0.863246641897685,0.640325807373535,31,0,8.95,0,0,NA,73,80,66
"676",2017-08-15,"Chicago",20333,0.798849161461663,0.592140854768111,32,0,7.61,0,0,0,75,84,68
"677",2017-08-15,"NY",52461,0.931053544537847,0.697642057909685,34,0,1.12,0.45,0,0,NA,74,68
"678",2017-08-16,"Boston",6824,0.868552168815944,0.649912075029308,31,0,10.51,0,0,NA,75,85,66
"679",2017-08-16,"Chicago",15838,0.808309129940649,0.603485288546534,32,0,8.05,0.17,0,0,75,88,67
"680",2017-08-16,"NY",68436,0.903559530071892,0.674206557951955,35,0,2.24,0,0,0,NA,87,70
"681",2017-08-17,"Boston",6784,0.857753537735849,0.650058962264151,31,0,7.83,0,0,NA,73,83,63
"682",2017-08-17,"Chicago",16283,0.804888534053921,0.600257937726463,32,0,14.32,0.02,0,0,77,82,72
"683",2017-08-17,"NY",66656,0.894938190110418,0.668146903504561,35,0,3.13,0,0,0,NA,83,69
"684",2017-08-18,"Boston",5324,0.876408715251691,0.670736288504884,31,0,10.74,0.24,0,NA,72,81,65
"685",2017-08-18,"Chicago",19789,0.734347364697559,0.543382687351559,32,0,10.96,0,0,0,74,82,67
"686",2017-08-18,"NY",36620,0.916930638995085,0.695385035499727,35,0,3.36,0.88,0,0,NA,82,73
"687",2017-08-19,"Boston",5317,0.615760767350009,0.445363927026519,29,1,6.26,0.01,0,NA,70,74,65
"688",2017-08-19,"Chicago",20797,0.505649853344232,0.341106890416887,30,1,4.92,0,0,0,74,86,63
"689",2017-08-19,"NY",62442,0.702892284039589,0.501713590211716,33,1,2.91,0,0,0,NA,86,73
"690",2017-08-20,"Boston",4861,0.656243571281629,0.47047932524172,29,1,10.74,0,0,NA,75,85,72
"691",2017-08-20,"Chicago",16507,0.555097837281153,0.377900284727691,30,1,5.82,0,0,0,75,90,63
"692",2017-08-20,"NY",55442,0.746942750983009,0.53991558746077,33,1,4.47,0,0,0,NA,81,69
"693",2017-08-21,"Boston",6188,0.84486102133161,0.62863606981254,31,0,9.62,0,0,NA,77,87,69
"694",2017-08-21,"Chicago",18125,0.781406896551724,0.578096551724138,32,0,8.5,0.03,0,0,78,87,71
"695",2017-08-21,"NY",61059,0.886241176566927,0.662981706218575,34,0,3.36,0,0,0,NA,87,71
"696",2017-08-22,"Boston",5978,0.886082301773168,0.65774506523921,31,0,12.75,0,0,NA,79,91,70
"697",2017-08-22,"Chicago",17475,0.846123032904149,0.629527896995708,31,0,13.42,0.02,0,0,76,82,64
"698",2017-08-22,"NY",60541,0.905502056457607,0.672783733337738,35,0,5.14,0.3,0,0,NA,89,72
"699",2017-08-23,"Boston",6220,0.89935691318328,0.667202572347267,31,0,12.3,0.04,0,NA,78,84,69
"700",2017-08-23,"Chicago",18906,0.832222574843965,0.611763461335026,32,0,9.17,0,0,0,70,79,60
"701",2017-08-23,"NY",65070,0.90926694329184,0.678392500384202,35,0,4.03,0,0,0,NA,81,70
"702",2017-08-24,"Boston",6594,0.866393691234456,0.641340612678192,30,0,7.83,0,0,NA,72,81,64
"703",2017-08-24,"Chicago",17522,0.83398013925351,0.623273598904235,32,0,8.5,0,0,0,67,75,56
"704",2017-08-24,"NY",66307,0.897627701449319,0.671241347067429,35,0,3.13,0,0,0,NA,80,65
"705",2017-08-25,"Boston",6427,0.818577874591567,0.611327213318811,30,0,7.83,0,0,NA,68,76,63
"706",2017-08-25,"Chicago",18930,0.763497094558901,0.565504490227153,32,0,5.37,0,0,0,64,74,52
"707",2017-08-25,"NY",64217,0.870174564367691,0.64950091097373,34,0,2.46,0,0,0,NA,78,63
"708",2017-08-26,"Boston",5296,0.643882175226586,0.461480362537764,29,1,7.61,0,0,NA,67,74,60
"709",2017-08-26,"Chicago",18374,0.529117230869707,0.363448350930663,30,1,7.16,0,0,0,67,78,56
"710",2017-08-26,"NY",50109,0.794348320660959,0.563691153285837,33,1,3.8,0,0,0,NA,78,62
"711",2017-08-27,"Boston",4994,0.665398478173809,0.47236684020825,28,1,7.61,0,0,NA,65,71,58
"712",2017-08-27,"Chicago",13160,0.62773556231003,0.42629179331307,30,1,8.5,0.01,0,0,68,78,62
"713",2017-08-27,"NY",54598,0.74909337338364,0.541558298838785,33,1,4.47,0,0,0,NA,78,63
"714",2017-08-28,"Boston",6284,0.883513685550605,0.664704010184596,31,0,6.71,0,0,NA,65,72,57
"715",2017-08-28,"Chicago",15604,0.851512432709562,0.644386054857729,32,0,5.82,0.36,0,0,70,80,64
"716",2017-08-28,"NY",60886,0.900059126892882,0.670893144565253,35,0,6.26,0,0,0,NA,76,63
"717",2017-08-29,"Boston",6303,0.914643820402983,0.693161986355704,31,0,7.38,0,0,NA,63,68,58
"718",2017-08-29,"Chicago",15966,0.894087435801077,0.6735563071527,32,0,5.37,0.07,0,0,68,76,61
"719",2017-08-29,"NY",35152,0.949618798361402,0.720527992717342,34,0,8.05,0.29,0,0,NA,68,61
"720",2017-08-30,"Boston",6147,0.889539612819261,0.680169188221897,31,0,9.17,0.07,0,NA,65,72,59
"721",2017-08-30,"Chicago",18043,0.867483234495372,0.649503962755639,32,0,5.59,0,0,0,70,82,60
"722",2017-08-30,"NY",65329,0.911386979748657,0.681688071147576,35,0,5.14,0.01,0,0,NA,78,60
"723",2017-08-31,"Boston",6573,0.895633652822151,0.676403468735737,31,0,12.08,0,0,NA,68,79,60
"724",2017-08-31,"Chicago",16719,0.875052335666009,0.662180752437347,32,0,13.42,0,0,0,69,73,64
"725",2017-08-31,"NY",64881,0.903484841479015,0.677702254897428,35,0,3.8,0,0,0,NA,81,64
"726",2017-09-01,"Boston",5796,0.852311939268461,0.639233954451346,30,0,14.76,0,0,NA,62,69,53
"727",2017-09-01,"Chicago",15633,0.809569500415787,0.608776306531056,32,0,11.86,0,0,0,64,69,50
"728",2017-09-01,"NY",54881,0.903208760773309,0.671179461015652,35,0,4.92,0,0,0,NA,71,55
"729",2017-09-02,"Boston",4482,0.619143239625167,0.455600178491745,29,1,9.84,0,0,NA,60,68,53
"730",2017-09-02,"Chicago",15270,0.473018991486575,0.324034053700065,31,1,4.7,0.25,0,0,62,75,50
"731",2017-09-02,"NY",37812,0.702713424309743,0.52287633555485,34,1,5.59,0.53,0,0,NA,68,54
"732",2017-09-03,"Boston",1174,0.871379897785349,0.659284497444634,27,1,12.97,0.28,0,NA,60,64,57
"733",2017-09-03,"Chicago",20709,0.393114104978512,0.268723743300014,31,1,7.38,0,0,0,68,84,57
"734",2017-09-03,"NY",30955,0.733031820384429,0.546632208043935,33,1,5.59,0.74,0,0,NA,69,59
"735",2017-09-04,"Boston",5190,0.652215799614644,0.471483622350674,28,0,13.87,0,0,NA,66,81,58
"736",2017-09-04,"Chicago",15041,0.489129712120205,0.340136958978791,30,0,12.75,0,0,0,73,82,62
"737",2017-09-04,"NY",55285,0.692592927557204,0.506538844171113,33,0,4.7,0,0,0,NA,80,61
"738",2017-09-05,"Boston",6423,0.893663397166433,0.660439047174218,31,0,17,0,0,NA,74,88,65
"739",2017-09-05,"Chicago",15647,0.86054834792612,0.650156579536013,32,0,12.53,0,0,0,63,70,54
"740",2017-09-05,"NY",65445,0.906455802582321,0.679578271831309,35,0,3.13,0,0,0,NA,85,69
"741",2017-09-06,"Boston",5161,0.946715752761093,0.726409610540593,31,0,8.28,0.22,0,NA,70,79,62
"742",2017-09-06,"Chicago",14537,0.913599779872051,0.691132971039417,32,0,10.29,0,0,0,58,67,49
"743",2017-09-06,"NY",42295,0.957228986877881,0.733372739094456,35,0,3.8,0.42,0,0,NA,72,61
"744",2017-09-07,"Boston",6579,0.911688706490348,0.687946496428029,31,0,10.74,0.6,0,NA,66,76,60
"745",2017-09-07,"Chicago",15449,0.905107126674866,0.68302155479319,32,0,8.5,0,0,0,60,71,52
"746",2017-09-07,"NY",69519,0.92436600066169,0.691465642486227,35,0,4.92,0.01,0,0,NA,71,59
"747",2017-09-08,"Boston",6696,0.871714456391876,0.644862604540024,31,0,10.29,0,0,NA,65,74,59
